book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
980,447,3,4290,472,9,3,2003,30,5
1594,192,7,13156,482,3,27,2009,75,7
2653,263,6,1435,289,6,32,2011,155,2
2996,44,6,12188,516,6,17,2018,17,1
2304,7,7,25099,159,1,45,2017,141,1
407,255,3,8502,296,2,50,2002,108,2
1859,34,10,1535,283,9,28,2005,4,1
2755,100,6,1626,446,6,47,2006,91,4
606,169,5,15980,388,5,35,2006,117,7
1337,150,8,9670,95,7,34,2008,109,3
121,70,2,5561,175,8,26,2013,182,2
1468,377,7,9769,700,4,20,2012,132,7
1757,42,1,7490,592,4,5,2001,134,5
2234,379,10,25411,216,3,8,2006,28,7
1574,32,2,1956,626,3,20,2014,49,1
193,302,8,3340,614,5,42,2008,34,6
1105,130,10,20382,465,5,11,2019,33,4
2750,360,7,12676,468,4,33,2009,151,4
2539,436,1,22134,306,10,19,2000,179,6
2699,304,2,19273,675,8,6,2008,125,7
2126,90,2,17463,652,5,48,2008,50,5
2585,179,6,2495,424,10,27,2014,63,1
1416,389,9,25279,651,2,6,2013,36,3
671,49,7,28847,224,8,1,2016,29,4
2065,109,9,3372,152,2,9,2020,131,4
999,332,8,16115,624,8,22,2003,23,6
1677,75,4,22936,464,6,28,2014,74,5
516,112,2,1196,174,8,16,2019,41,6
1713,261,6,20167,595,7,17,2016,129,6
1682,301,9,1965,242,6,12,2008,168,3
374,420,4,7840,633,5,13,2012,192,2
1213,386,4,13498,149,1,7,2020,86,5
2667,42,9,7979,95,5,39,2014,200,5
2573,199,6,3661,381,2,49,2001,72,6
1114,110,8,6802,496,8,42,2004,123,2
381,34,6,17273,490,6,6,2016,78,7
1941,86,5,14174,666,9,39,2014,36,3
394,96,9,5518,543,8,28,2020,117,4
2290,52,7,7133,192,2,23,2010,183,5
1544,319,5,130,93,4,50,2015,6,4
376,194,1,29247,318,10,20,2002,198,6
937,410,9,27740,328,7,1,2018,142,6
549,96,8,1184,213,3,8,2006,185,3
554,450,1,5910,417,6,19,2005,97,6
949,10,5,7621,636,2,27,2017,74,3
2235,60,2,16892,698,1,32,2014,200,4
1278,127,8,6215,623,7,34,2008,109,6
811,330,4,5165,582,10,43,2001,115,5
737,401,6,9413,541,5,21,2000,152,3
2867,232,10,4795,241,9,10,2008,178,6
615,132,10,3644,215,1,24,2007,83,2
2531,394,9,15213,385,4,14,2005,51,2
580,361,3,28530,687,5,44,2001,49,7
1691,10,8,2914,232,8,50,2010,29,2
2968,123,3,7733,642,8,47,2000,109,6
1553,193,6,28664,102,9,29,2009,148,6
637,72,1,15219,540,3,9,2000,185,2
1984,48,8,3879,163,5,14,2012,175,3
2224,48,1,5349,524,1,37,2015,198,6
2344,177,5,13969,270,10,50,2000,180,4
2918,428,8,26702,334,2,24,2001,192,6
613,337,7,1841,437,3,22,2000,61,7
1197,232,3,21739,494,6,40,2007,61,4
1115,183,3,23978,449,9,3,2013,120,3
2829,445,5,18822,206,3,2,2002,49,1
2368,175,4,26957,76,8,38,2016,85,3
1444,95,6,26448,396,10,15,2001,47,3
1098,298,7,22933,485,3,2,2005,195,4
823,99,4,28903,122,10,46,2014,152,2
2302,241,7,6634,628,2,49,2016,69,7
1737,378,1,15252,476,4,1,2006,148,1
2571,313,4,8538,466,2,49,2000,53,5
1462,280,7,3771,508,1,11,2009,39,5
1691,361,1,24236,315,9,14,2021,53,4
147,274,5,23600,653,7,29,2007,142,6
1099,165,6,5429,350,1,1,2008,132,2
2281,445,2,15810,663,1,16,2014,150,3
2357,416,7,5174,618,10,31,2004,200,7
297,42,6,29026,234,3,43,2020,150,7
39,54,7,16894,523,8,1,2011,79,6
1740,126,9,11004,167,6,34,2008,163,4
2456,137,8,22475,328,4,8,2020,112,5
2407,307,10,28102,496,6,42,2006,52,1
2285,165,3,1453,216,5,28,2021,174,5
1981,258,10,23966,506,7,5,2012,169,2
1705,238,7,19710,247,3,40,2020,84,1
1717,95,8,17518,354,8,40,2001,188,3
1659,427,4,27437,674,5,14,2009,132,7
2555,341,5,21226,636,9,9,2021,162,6
1586,430,1,27516,119,4,39,2013,200,4
2747,149,7,29654,97,3,31,2012,82,4
2339,3,1,1930,291,7,31,2004,75,2
1908,37,5,15123,231,9,39,2011,170,3
2931,349,2,21683,518,2,1,2009,179,2
1515,448,10,22622,655,5,31,2009,105,2
2984,371,8,910,463,4,27,2018,111,7
1418,34,1,28296,194,9,9,2014,168,5
1328,441,2,19007,583,6,11,2005,81,1
428,224,8,7023,405,3,13,2016,121,6
2626,395,1,8497,330,4,13,2008,96,7
2466,412,9,24189,148,8,18,2009,115,3
2073,313,4,27649,455,1,7,2009,93,3
1969,216,9,15622,471,8,39,2006,55,2
608,232,7,22951,533,1,37,2008,5,3
966,425,6,3599,700,10,40,2020,22,4
1980,388,1,19289,454,7,3,2019,102,5
2398,172,5,26598,330,9,21,2002,169,7
489,242,10,4158,530,4,4,2010,152,1
2641,407,7,10500,146,8,42,2001,118,3
2647,407,9,8812,443,5,34,2004,88,4
2243,19,5,1270,650,7,45,2006,129,7
246,102,2,7607,184,3,42,2013,149,7
792,150,6,28324,613,1,3,2006,132,4
2685,421,2,23223,116,7,13,2001,17,5
475,126,1,12594,255,2,49,2020,161,4
1442,248,3,9983,188,4,5,2018,58,6
1380,264,8,15455,306,8,27,2016,158,2
213,370,4,11519,283,3,22,2019,81,6
2691,121,5,27341,362,2,15,2006,59,5
1270,226,4,2215,139,5,21,2005,17,6
2603,185,7,25233,639,8,26,2007,81,1
2413,337,4,3609,597,3,26,2001,145,4
341,154,6,20415,591,8,44,2007,19,1
264,110,4,17587,257,6,11,2004,90,4
1380,197,4,5836,398,8,31,2019,159,7
68,257,8,22053,196,4,30,2007,170,5
1151,420,9,10173,447,1,6,2006,110,1
2162,275,3,27573,580,3,16,2003,174,2
2711,281,4,15087,618,10,15,2011,16,1
468,147,2,7943,626,7,20,2005,40,6
2063,447,9,21596,432,1,19,2008,174,5
927,125,10,9598,615,5,39,2021,113,3
1024,447,1,23602,410,2,40,2003,6,3
379,90,2,23837,370,5,35,2006,195,6
1528,117,8,2245,432,6,32,2016,196,2
2695,433,3,3336,255,1,28,2007,151,4
2131,413,8,16352,594,4,7,2010,39,2
1593,193,10,6039,639,7,32,2007,4,6
2236,438,2,2582,163,5,17,2002,106,4
594,303,8,20127,118,5,31,2001,184,3
1240,24,4,23991,342,5,34,2000,3,2
2694,161,3,23871,247,8,9,2013,129,3
16,385,6,29730,378,2,50,2003,91,1
1838,173,7,9984,663,5,28,2015,94,4
250,18,1,17237,173,5,31,2004,81,2
1445,96,9,20727,463,5,31,2016,94,2
362,385,1,20641,443,8,10,2008,119,3
2537,184,1,19290,565,7,50,2000,171,6
547,48,10,15270,438,2,46,2003,3,1
1912,19,5,14652,281,9,15,2006,56,5
580,113,8,17218,587,9,37,2015,198,3
322,340,2,18924,398,1,3,2012,26,4
2745,185,6,23252,388,10,24,2015,123,1
591,106,8,8518,461,2,29,2009,169,5
1595,53,5,3871,527,3,13,2000,117,1
2927,80,3,3940,658,3,23,2011,21,7
237,309,5,7274,136,10,49,2021,2,4
1539,417,5,8195,352,10,50,2000,154,2
1041,339,9,27777,396,1,31,2015,117,1
912,151,2,1420,129,6,14,2008,57,1
1621,77,3,18075,552,5,15,2001,62,5
2993,417,5,7577,607,7,42,2000,71,4
567,439,3,5377,571,1,27,2020,79,3
672,428,5,12149,417,10,10,2000,29,6
340,301,3,16778,549,7,7,2015,89,3
2391,100,5,24672,315,2,32,2003,143,1
2445,37,3,15954,253,3,14,2020,49,3
1230,378,3,6786,657,10,26,2008,44,2
2469,108,8,9557,371,8,14,2016,25,6
111,422,8,11909,564,3,18,2007,17,6
1198,90,6,26358,360,7,6,2005,129,1
2734,165,6,18399,459,6,39,2017,101,6
787,68,5,24580,149,5,2,2000,178,4
2236,265,9,7329,357,10,48,2015,4,2
2461,163,10,22965,86,3,49,2010,145,3
2598,91,1,28660,386,10,38,2014,144,1
1504,164,1,8037,680,6,10,2007,138,5
1990,58,2,20033,163,8,18,2008,88,3
680,317,6,14356,250,9,46,2015,46,5
2114,47,3,26484,611,5,46,2004,51,1
2292,168,6,23593,321,8,18,2006,95,1
2820,153,7,13788,376,8,46,2003,24,4
1097,377,1,10491,515,3,48,2006,73,5
962,337,6,6294,654,1,44,2015,200,6
2491,149,7,26391,604,6,50,2008,87,7
2446,93,5,950,371,10,29,2011,131,1
2115,223,4,18366,332,9,23,2009,14,3
2785,367,7,16584,221,5,23,2004,43,3
2732,63,10,16148,621,10,28,2021,198,1
2419,394,8,19332,318,7,36,2004,146,5
2157,330,6,2309,189,5,28,2011,168,4
2303,305,6,27866,90,3,5,2009,75,3
337,154,10,17051,450,4,2,2017,147,1
1557,185,3,25632,686,4,29,2004,65,4
2263,86,7,15118,431,1,44,2007,50,6
788,145,7,19077,471,8,16,2018,42,4
2552,219,8,26743,687,7,24,2011,175,7
2086,397,5,12978,389,4,50,2018,69,6
2653,378,1,17167,611,7,34,2021,55,5
2957,360,8,17575,689,3,49,2008,112,2
1568,21,9,14925,623,5,22,2016,140,7
463,102,7,4757,463,4,43,2017,88,6
1325,437,3,21548,373,7,19,2006,36,2
2246,299,4,13227,623,7,26,2008,33,1
2110,427,7,29748,111,7,8,2006,79,2
2066,260,6,3988,111,7,11,2002,186,6
1177,125,3,3782,152,7,46,2000,197,7
2079,3,1,11857,594,2,14,2016,44,7
906,59,6,4683,453,9,29,2004,25,4
2178,233,7,4694,369,3,13,2005,55,4
661,64,4,28943,616,4,4,2010,50,3
2740,354,6,3293,119,9,9,2009,178,1
1283,354,10,27077,480,4,41,2003,37,2
1736,441,9,10527,637,2,17,2012,134,7
592,396,1,25760,438,3,9,2000,171,5
1628,206,7,915,77,3,39,2009,166,2
829,389,6,29674,574,7,46,2011,112,1
340,41,8,2055,401,6,12,2014,192,5
2940,437,3,19502,201,10,43,2016,195,1
2892,412,6,20336,306,10,50,2007,35,5
928,74,4,7895,203,7,33,2012,101,5
2586,189,7,3507,585,4,37,2018,183,7
1816,329,2,5682,619,2,21,2012,43,2
1182,59,7,861,687,10,2,2003,120,1
1774,191,4,10283,611,4,43,2011,80,4
387,40,4,21634,210,10,33,2003,188,5
1905,89,10,29264,241,2,16,2013,183,1
2531,224,10,25324,663,6,39,2013,14,7
14,449,5,20510,88,4,28,2001,21,2
2384,190,9,3538,101,3,29,2008,108,4
1091,352,3,4536,206,4,19,2005,107,1
2347,151,9,24288,689,5,21,2010,79,4
1860,369,3,21709,608,5,37,2008,70,2
2945,335,3,20455,194,6,49,2014,160,3
2376,449,6,9407,217,10,7,2015,95,2
1110,387,8,29790,697,10,9,2000,51,5
2320,447,10,26675,408,5,32,2012,45,2
587,226,5,2052,458,10,31,2010,117,4
245,413,9,11214,141,7,11,2008,7,6
2375,173,4,5851,326,10,5,2006,114,1
1522,170,3,29276,234,2,40,2007,63,7
1151,130,10,27968,250,9,3,2000,52,7
2506,242,3,2467,666,9,3,2020,34,5
2344,355,6,23930,106,5,44,2020,30,1
2957,438,9,15749,219,4,48,2015,100,3
1503,362,7,3845,611,9,27,2006,26,3
911,51,5,11409,655,6,34,2004,114,1
790,25,7,29180,436,9,14,2015,173,1
708,46,8,8384,601,10,44,2004,35,4
1881,126,10,12896,566,8,19,2012,106,5
851,150,10,8579,684,4,44,2007,184,5
4,278,6,20082,110,8,1,2009,92,2
2470,292,10,20105,539,6,14,2020,193,5
2331,189,7,20130,300,8,28,2001,41,1
953,101,6,26850,672,7,39,2014,25,5
1369,281,6,6333,282,7,28,2012,68,7
2597,152,2,18593,696,2,5,2004,10,5
1863,436,1,12236,636,1,27,2019,193,7
2210,64,2,310,306,4,3,2006,154,6
975,42,9,23817,367,10,35,2011,177,5
718,95,5,2614,463,3,17,2021,120,6
1347,198,10,23899,123,6,21,2010,13,3
1734,79,1,14234,164,8,40,2013,124,6
73,353,4,2289,555,9,10,2002,159,1
430,395,6,18,531,4,15,2011,154,3
564,279,1,12396,496,9,41,2007,73,2
659,299,3,14437,290,5,49,2004,60,1
2576,26,5,15394,123,5,43,2013,144,1
878,313,10,2716,393,8,42,2018,142,7
1431,340,8,28366,186,6,41,2005,101,2
727,362,2,29666,681,1,24,2017,79,7
1501,106,4,201,203,6,19,2005,160,2
296,389,1,24717,241,6,30,2021,38,7
1753,297,4,5479,430,8,27,2008,62,3
2233,22,8,8298,156,5,25,2016,154,7
1508,59,3,4392,648,2,45,2017,108,7
815,92,9,11693,677,3,23,2021,133,7
2783,56,9,22132,176,7,9,2006,51,1
2982,189,5,25131,494,6,25,2006,48,5
2072,408,2,6760,149,9,9,2008,124,7
2769,328,5,14669,357,1,27,2021,186,1
1971,117,3,10750,685,8,41,2017,71,6
2399,141,10,20865,532,6,43,2009,195,7
1575,145,8,2253,572,3,17,2016,108,2
1161,255,8,24057,558,2,18,2018,97,4
1134,389,10,25415,187,5,17,2016,150,2
654,355,6,2274,183,4,8,2000,25,1
624,156,9,26228,428,1,33,2013,167,6
2028,362,7,7946,645,9,34,2006,16,6
1303,411,2,26513,381,6,44,2018,193,7
2914,412,8,23295,447,2,41,2017,198,2
2462,335,8,28996,478,7,10,2013,6,5
2187,259,9,4126,150,9,38,2021,57,1
434,262,2,19520,174,6,13,2015,113,6
2131,290,5,2829,140,4,17,2014,114,3
1939,8,4,6807,247,10,22,2021,147,1
636,312,4,9985,148,1,19,2007,184,7
511,71,2,3257,530,6,19,2011,80,6
2391,322,4,6065,97,1,21,2010,66,4
1061,310,7,16801,475,4,48,2019,66,2
2372,386,5,13784,608,2,17,2009,143,7
1258,427,10,17129,153,2,16,2010,162,3
1269,196,10,700,385,5,35,2006,38,5
1141,141,6,9872,455,7,40,2007,161,7
1140,288,2,5131,303,10,14,2009,88,2
457,154,7,2528,558,6,42,2008,103,2
1363,31,10,2087,205,10,30,2009,159,7
1442,58,3,15381,158,6,4,2003,14,2
1984,427,4,5366,490,3,33,2016,79,2
2857,424,1,8300,400,3,41,2015,47,5
2030,123,3,24742,454,10,49,2016,16,4
1335,49,8,11071,246,3,22,2016,131,6
959,53,1,11978,618,6,40,2015,186,3
1676,277,8,12572,519,7,34,2015,199,5
1834,271,2,24008,449,3,35,2003,95,6
1604,261,5,21678,331,3,23,2011,172,4
2880,100,9,25136,518,6,24,2008,181,1
2463,288,8,24171,427,7,27,2002,167,6
1033,62,3,19376,252,3,17,2002,121,7
1006,129,5,15697,607,8,14,2001,16,3
907,379,9,6362,543,1,13,2011,90,1
1560,350,6,18847,185,8,20,2003,67,3
172,170,3,6835,106,2,34,2007,151,4
19,112,8,17537,403,5,27,2007,191,5
2383,390,1,4851,427,8,15,2003,157,3
2108,30,8,19107,547,2,33,2003,151,4
2112,345,5,12973,411,2,45,2007,163,3
2485,292,6,8723,274,4,21,2005,190,7
1054,187,3,25926,688,9,13,2020,153,2
1779,174,9,1485,254,3,18,2009,19,2
2728,399,1,5091,82,1,17,2020,173,6
1171,45,3,24574,507,3,10,2013,152,5
2135,99,5,23594,543,7,27,2002,110,7
1662,205,4,6788,140,5,50,2010,153,2
2909,412,4,1971,501,6,10,2006,102,2
937,289,7,28865,191,4,5,2012,63,2
484,63,5,26599,336,10,40,2015,174,4
207,138,1,26856,669,1,33,2021,145,6
2744,75,3,17786,323,3,1,2010,157,2
1914,69,5,22089,516,8,35,2009,100,4
2207,87,9,20914,218,5,38,2010,34,5
1367,201,3,12751,353,10,7,2002,108,2
407,320,5,29353,670,5,6,2003,33,5
2759,235,2,23636,350,9,15,2001,170,6
2925,193,1,23738,81,8,12,2020,48,7
1967,323,4,25813,310,7,49,2007,108,1
2029,366,5,3999,386,9,2,2004,192,7
2547,22,6,15393,85,7,28,2016,28,7
2684,326,7,11364,391,5,23,2021,38,3
1580,164,1,240,246,4,15,2008,104,2
2236,175,7,5538,434,1,39,2014,174,4
565,236,2,17516,419,8,9,2005,188,4
1460,331,5,2897,251,3,20,2010,108,7
686,283,8,13213,269,10,21,2019,82,1
930,126,1,19932,124,5,32,2021,26,7
358,104,4,4366,260,3,37,2007,127,4
1031,239,3,19424,230,6,23,2006,167,4
2010,374,5,23225,277,2,12,2015,157,1
2175,196,7,14803,547,5,31,2009,40,1
1855,410,2,11023,348,4,49,2018,37,3
1123,208,4,23176,243,3,11,2015,41,2
236,238,9,27630,87,7,26,2021,75,5
408,296,3,1400,436,4,32,2013,116,6
2204,60,3,4678,468,8,39,2002,131,5
2305,390,4,4530,482,1,15,2000,67,3
768,236,7,13368,247,2,1,2018,176,1
2584,422,1,131,530,10,45,2020,128,6
2759,122,2,14035,404,1,49,2004,82,2
1718,369,10,7149,304,10,50,2001,42,4
646,273,5,20116,532,1,20,2004,170,6
1048,303,3,10122,533,1,33,2015,4,4
1362,180,5,24073,452,9,13,2015,190,6
1741,315,3,25217,428,9,48,2012,167,2
1933,71,3,17222,442,3,36,2000,34,6
2757,5,1,19512,233,6,42,2021,175,6
290,153,3,6172,218,8,49,2009,57,5
2482,115,10,11778,321,6,11,2018,82,6
2675,316,3,13516,596,5,43,2010,112,1
606,403,8,12758,471,1,16,2019,124,2
167,1,10,10382,615,1,16,2000,194,7
767,42,1,12980,489,8,24,2000,130,6
605,238,4,9357,298,4,8,2021,174,5
242,151,6,28690,679,1,15,2013,106,3
2282,66,7,21130,678,1,7,2014,1,4
1593,325,5,7071,643,8,38,2002,118,6
2202,146,3,29154,311,1,5,2009,183,1
2357,385,10,17397,388,4,38,2002,124,3
186,369,5,27600,205,2,35,2012,54,4
921,312,7,15679,149,3,36,2005,78,1
2904,217,10,6941,451,10,9,2015,171,7
382,145,6,13887,151,9,22,2016,21,3
1706,57,9,25616,352,9,38,2012,152,2
2022,309,6,7954,686,10,42,2019,1,5
1562,337,4,11099,654,5,7,2004,100,3
1812,411,7,17634,306,5,11,2016,172,3
1935,425,4,20138,241,3,21,2007,56,4
1723,93,9,26179,298,2,35,2015,166,4
2492,222,6,18903,680,6,42,2021,98,2
145,156,8,17568,321,2,13,2003,190,6
2189,112,8,27248,299,8,22,2011,24,4
1223,24,2,4290,591,4,1,2013,152,1
1226,380,1,20831,176,7,41,2001,162,2
1605,266,2,3307,242,3,44,2019,25,4
329,107,1,9299,558,8,17,2008,23,2
950,115,6,20349,496,7,22,2020,57,5
2981,22,6,7356,104,3,31,2010,33,5
1879,11,6,22175,421,9,50,2012,32,1
2083,253,1,3089,228,8,29,2007,90,1
535,265,3,14977,604,9,12,2002,197,2
2277,402,3,23657,132,9,3,2003,71,7
2729,195,4,12135,326,6,46,2014,132,2
1813,424,4,2982,202,4,20,2011,71,4
129,175,2,20812,206,5,47,2011,13,3
1102,216,3,3685,155,7,15,2000,29,5
483,182,7,3647,659,1,36,2005,166,5
1626,31,4,22558,571,2,11,2001,146,7
280,17,8,24557,508,8,6,2016,34,3
1555,314,7,13397,258,3,38,2000,76,7
1346,37,8,26917,311,7,38,2006,89,4
1622,142,4,11732,105,10,45,2008,110,4
2136,189,3,15311,451,5,22,2021,110,4
2940,267,5,8778,294,2,38,2003,141,4
2073,36,9,21529,186,2,26,2016,175,1
2009,156,9,28209,571,8,28,2016,82,3
1249,142,3,29558,167,2,6,2014,99,3
1817,54,2,13663,279,8,29,2014,70,4
945,212,3,19008,684,4,37,2011,17,1
2366,319,5,22348,456,6,30,2009,5,1
1703,232,7,29322,125,2,12,2019,64,1
1462,319,2,8045,152,3,21,2006,191,4
70,2,6,28501,419,3,7,2004,129,2
249,153,9,13327,542,8,30,2006,39,1
1096,438,4,7540,467,1,41,2017,9,6
1425,86,2,4061,80,8,7,2015,67,7
872,284,6,9979,206,8,11,2011,20,7
2341,90,10,20342,335,2,15,2010,69,5
342,361,3,26884,485,8,28,2013,70,1
931,244,10,28628,102,6,21,2012,51,1
887,171,5,23440,624,2,24,2002,189,5
406,388,8,4632,559,7,16,2021,115,1
2839,359,4,14002,625,10,16,2015,46,5
2722,56,5,3671,502,9,29,2013,125,5
106,430,10,17151,162,7,46,2005,83,5
717,184,10,7876,269,5,44,2012,140,1
2327,378,9,16822,403,3,50,2008,43,6
2988,106,7,19192,118,10,14,2020,65,4
17,369,1,10578,165,10,33,2004,62,4
2895,31,4,3627,156,4,31,2018,123,3
948,148,1,13466,617,10,50,2015,114,4
2711,360,1,27651,206,5,29,2020,139,6
2774,376,4,1625,210,4,30,2000,2,5
1303,226,7,18120,102,10,39,2010,30,4
2866,314,9,17605,295,6,9,2015,87,4
2088,111,5,22859,449,8,19,2001,67,1
1349,43,7,14314,432,2,35,2000,48,5
405,155,3,3945,291,2,49,2004,185,7
462,301,1,18052,477,8,35,2015,62,7
2262,416,10,10343,201,3,36,2009,62,2
2407,83,8,7424,250,2,1,2004,62,3
510,291,6,25549,600,8,24,2019,187,2
207,301,8,9895,396,9,10,2011,30,3
178,413,9,15847,131,7,2,2018,167,6
880,449,7,9632,430,4,5,2007,92,7
2009,268,1,3416,584,4,40,2003,183,6
2987,41,4,15527,510,3,8,2009,6,4
2918,203,10,2825,126,10,34,2011,50,5
1601,152,7,17212,361,4,28,2018,132,5
628,122,7,208,226,3,47,2004,33,5
1852,334,4,11212,310,1,14,2000,152,2
211,6,2,12492,357,1,6,2007,96,5
1511,134,1,16598,645,7,11,2002,132,7
605,312,6,20309,98,9,16,2001,86,4
2118,433,5,9174,118,4,19,2003,110,1
2805,317,7,8143,636,3,25,2000,142,2
2008,169,8,20885,505,1,23,2009,31,3
2029,80,2,2468,326,4,23,2016,49,2
609,317,2,22999,691,7,6,2003,31,3
2555,389,1,27548,373,10,36,2013,91,6
2040,308,5,22962,278,10,39,2009,100,2
2009,325,8,24202,638,6,19,2014,129,2
2298,292,3,20638,201,4,7,2010,35,1
1407,310,2,26812,577,9,44,2013,154,1
2053,309,8,18666,406,9,15,2019,118,1
2387,157,6,12163,83,9,6,2016,65,2
1338,166,10,26669,438,1,30,2015,62,6
1380,134,5,24344,316,2,14,2007,162,5
2228,443,5,13171,620,3,18,2002,162,7
602,250,9,14024,686,4,15,2002,100,1
2248,303,8,13179,650,7,27,2012,155,6
270,85,8,15941,481,5,1,2008,121,7
632,135,1,15752,215,6,14,2007,198,5
1416,28,2,20366,329,5,17,2005,24,1
2241,337,10,857,396,1,44,2004,140,4
2455,232,8,9341,231,9,11,2019,65,1
2748,354,6,24750,228,1,49,2001,118,7
1323,193,9,18015,460,10,16,2008,67,6
902,114,4,26544,151,2,11,2001,71,7
762,355,6,21112,441,10,2,2021,136,7
2633,216,9,24600,358,4,16,2000,191,6
2586,155,3,25858,119,8,37,2007,173,6
2403,219,10,15453,446,6,14,2006,142,2
1234,143,10,10672,554,9,26,2016,178,1
528,422,5,27042,419,6,20,2009,48,2
67,42,5,6308,617,4,21,2005,144,5
973,125,6,19278,379,9,48,2013,178,6
1091,306,10,479,451,9,24,2017,42,3
899,137,5,20527,141,9,17,2006,173,7
370,239,8,22436,177,2,50,2007,143,3
540,199,3,28883,120,2,29,2013,10,3
1038,440,6,752,493,4,47,2002,145,1
2819,172,3,913,673,1,44,2012,181,6
683,165,6,27076,386,7,26,2018,35,7
2252,439,2,26123,454,2,39,2013,32,4
2767,130,8,6165,445,6,39,2007,37,6
2590,119,7,25367,163,9,39,2021,151,4
2636,280,3,20284,372,8,26,2012,171,2
2926,398,2,3589,415,4,29,2010,140,5
1983,69,5,21166,172,6,47,2018,177,2
2105,170,8,16442,206,8,38,2001,129,4
2898,390,6,25759,351,6,42,2003,146,5
2880,390,5,25586,594,10,11,2003,62,7
1964,438,7,14364,491,9,37,2016,107,5
2748,205,3,18298,387,1,45,2007,22,4
2386,177,2,6039,694,3,40,2010,75,3
2989,278,8,28834,528,8,25,2004,163,1
1794,42,10,8220,194,9,14,2007,86,3
2247,308,6,17797,144,4,45,2005,36,7
1575,426,6,13104,248,6,26,2021,88,6
2090,13,9,16960,594,4,9,2020,46,5
916,147,1,2073,617,10,20,2021,116,2
77,142,6,6880,613,3,45,2008,89,2
1852,284,7,12156,202,2,9,2014,145,7
2143,96,5,20249,445,1,36,2018,186,7
1435,261,7,29000,154,9,38,2009,47,2
1355,382,7,19171,293,1,2,2011,19,6
240,422,3,16895,299,1,33,2015,97,5
499,84,5,22558,343,9,22,2015,131,3
1577,434,4,25451,500,8,2,2008,182,6
732,321,6,26325,223,7,24,2004,165,5
2594,121,4,10499,290,4,37,2014,61,3
923,125,7,763,389,6,27,2015,47,5
1574,256,4,6193,418,3,50,2012,142,6
1753,431,5,25193,173,5,36,2002,71,6
2472,307,6,11143,419,1,30,2017,62,6
640,72,2,29897,614,6,10,2004,64,5
188,50,4,3157,105,3,50,2004,61,5
1958,176,10,12523,595,10,16,2014,73,2
1410,169,7,6252,681,7,5,2001,12,3
701,361,4,95,496,1,27,2011,198,5
691,404,7,1109,362,3,6,2014,31,1
883,427,5,12030,610,7,3,2019,182,1
796,171,2,17392,119,3,46,2000,178,1
1470,143,8,16367,346,5,34,2011,29,1
2689,290,1,14065,510,7,33,2005,180,2
2456,138,1,6952,351,2,2,2002,5,6
1405,419,4,24496,334,6,11,2021,53,7
2301,431,10,29978,514,9,9,2002,125,7
10,144,10,12013,441,2,13,2009,69,2
1326,448,5,9058,689,1,8,2005,49,5
2023,16,7,29566,411,6,42,2018,160,6
837,154,6,25681,431,7,47,2007,179,6
1797,141,9,27513,225,8,5,2005,154,2
1962,197,2,13049,599,7,13,2003,112,1
1019,280,5,27765,678,3,5,2015,96,3
2433,380,1,22918,103,5,37,2020,75,4
643,115,2,29898,472,5,19,2018,92,3
2168,290,8,25654,480,1,44,2006,30,2
2661,365,2,16076,139,4,45,2002,146,6
1070,331,5,18125,95,10,34,2001,139,7
2606,245,8,29322,665,3,26,2014,158,6
1948,163,3,19917,651,9,17,2003,192,3
1538,346,9,8654,562,5,38,2010,26,6
976,192,2,16606,591,2,36,2020,57,4
1139,53,10,14604,499,9,38,2006,135,6
2554,11,9,23421,466,2,50,2021,23,5
1651,224,4,385,337,10,39,2005,138,2
1116,375,2,7037,485,5,32,2013,194,6
2338,68,7,15952,226,1,23,2020,64,2
1310,268,3,27302,156,5,23,2002,51,5
1715,274,3,28114,696,5,26,2002,123,7
922,245,7,4761,225,2,34,2019,197,5
1017,308,9,24627,85,4,1,2005,162,3
1587,261,7,23022,347,3,5,2011,93,2
2729,57,6,10296,383,3,27,2001,6,2
10,94,6,13725,354,5,44,2005,11,3
2401,390,4,27641,643,6,21,2011,48,7
1988,82,4,29245,100,6,32,2006,44,6
2553,145,1,11884,88,10,23,2014,21,3
404,276,5,28324,503,8,28,2017,42,2
988,60,6,8280,102,10,29,2005,48,4
564,406,1,3315,351,7,24,2012,193,5
20,352,8,5400,380,7,27,2020,90,7
340,268,9,14353,598,4,39,2006,80,2
776,441,1,7469,131,1,3,2002,25,1
1258,277,7,14770,633,5,6,2001,96,1
2513,130,10,6993,271,2,30,2010,14,7
928,417,2,14532,202,2,32,2005,53,4
1233,429,2,15068,689,4,13,2018,172,2
1244,427,7,15858,390,8,45,2017,38,7
2234,422,2,23625,428,5,43,2016,72,4
2004,56,5,12774,83,6,24,2020,103,3
2635,103,2,24267,266,7,24,2012,132,4
134,3,10,16594,103,2,29,2014,103,4
1365,85,10,7306,346,4,21,2013,14,2
1737,223,5,15665,235,5,32,2012,155,3
588,227,2,2086,89,10,14,2015,88,3
1346,100,9,27758,541,4,42,2008,100,5
1976,111,2,18601,166,3,42,2003,165,6
1393,172,2,18739,445,5,40,2013,104,7
1869,331,4,7259,131,8,6,2000,176,1
307,368,1,11868,213,5,9,2011,56,5
1918,289,9,19974,195,1,36,2003,108,3
1439,341,9,25860,685,7,22,2013,148,1
1969,391,2,3924,147,9,10,2002,134,6
2784,183,5,16175,316,10,49,2015,115,3
